web-scraper-order,web-scraper-start-url,category,category-href,product,product-href,product_name,product_description,product_price,product_color,product_image-src,sub_category
1720558233-15,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Gallery Dept. Souvenir T-shirt Lime GreenLowest AskCA$333,https://stockx.com/gallery-dept-souvenir-t-shirt-lime-green,Gallery Dept. Souvenir T-shirt,"The Gallery Dept. Souvenir T-shirt Lime Green is made of a 100% cotton material in a lime-green colorway.




This Souvenir T-shirt has a squared shape and small black screen-printed symbol for the Gallery Dept on the left side of the chest. In addition, the back has a similar but larger emblem with ""Hollywood, CA"" printed directly below it. The garment also has a relaxed fit design with a round neck, short sleeves, and a straight flat hem.




The Gallery Dept. Souvenir T-shirt Lime Green was released on the 15th of June 2022. Upon its debut, its retail price was set at $250.",333,VST-1047,https://images.stockx.com/images/Gallery-Dept-Souvenir-T-shirt-Lime-Green.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1643170270&q=60,Other Brands
1720558240-18,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,"TAG Heuer x Kith Formula 1 WA121F-BA0023Lowest AskCA$4,477",https://stockx.com/tag-heuer-x-kith-formula-1-wa121f-ba0023-eggshell,TAG Heuer x Kith Formula 1,"The TAG Heuer x Kith Formula 1 WA121F-BA0023 is the next generation of TAG Heuer stylish watches. Part of the Kith Formula 1 collection, it is both sporty and sophisticated. Some of its standout features include a beige-colored dial with red accents, an engraved logo on the back and front of the watch, and a glow-in-the-dark face that lets you read it better in the dark.




Keeping with the elegance and luxury of the TAG Heuer name, this watch comes in a beautiful black box. This box also has the watch's name printed on it, along with the designer logo.




Like many high-end watches, the TAG Heuer x Kith Formula 1 WA121F-BA0023 has a folding clasp with double safety buttons to help keep your watch secure. What our team most admires about this watch is its thick, five-link steel bracelet and its auto-racing-inspired color combination. This watch was released on May 6, 2024, for $1,500.","4,477",WA121F-BA0023,https://images.stockx.com/images/TAG-Heuer-x-Kith-Formula-1-WA121F-BA0023-Eggshell.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1714750443&q=60,Other Brands
1720558242-19,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Burberry Check Drawcord Swim Shorts Archive BeigeLowest AskCA$458,https://stockx.com/burberry-check-drawcord-swim-shorts-archive-beige,Burberry Check Drawcord Swim Shorts,"Burberry has released a variety of men's swim shorts over the years, with almost all of them featuring the iconic Burberry check pattern on them. The Burberry Check Drawcord Swim Shorts Archive Beige stuck to this script when they were unveiled as part of Burberry's Spring/Summer 2022 collection.




These swim shorts featured an elastic waistband with a draw cord on the interior and a relaxed fit that made them extra comfortable to wear. They also included side slip pockets, a back pocket with a zipper, and a mesh lining.




But the thing that stood out about these swim shorts was that they had the same Burberry check pattern that so many other Burberry swim shorts have had. We think it gave them a higher-end appearance and made them look even more fashionable than they would have otherwise. The Burberry Check Drawcord Swim Shorts Archive Beige were released in 2022 and retailed for $480.",458,Archive Beige,https://images.stockx.com/images/Burberry-Check-Drawcord-Swim-Shorts-Archive-Beige.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1652490622&q=60,Other Brands
1720558244-20,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,"Nike x Patta Running Team Varsity Jacket Black/Yellow/WhiteLowest AskCA$1,000",https://stockx.com/nike-x-patta-running-team-varsity-jacket-black-yellow-white,Nike x Patta Running Team Varsity Jacket,NA,"1,000",Black/Yellow/White,https://images.stockx.com/images/Nike-x-Patta-Running-Team-Varsity-Jacket-Black-Yellow-White-2-v2.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1714661527&q=60,Nike Apparel
1720558247-21,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Nike SB x Di'Orr Greenwood L/S Max90 Fleece Hoodie BlackLowest AskCA$192,https://stockx.com/nike-sb-x-diorr-greenwood-l-s-max90-fleece-hoodie-black,Nike SB x Di'Orr Greenwood L/S Max90 Fleece Hoodie,NA,192,Black,https://images.stockx.com/images/Nike-SB-x-DiOrr-Greenwood-L-S-Max90-Fleece-Hoodie-Black-v2.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1717680479&q=60,Nike Apparel
1720558254-23,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Supreme Mosaic S S Shirt MulticolorLowest AskCA$286,https://stockx.com/supreme-mosaic-s-s-shirt-multicolor,Supreme Mosaic S/S Shirt,NA,286,Multicolor,https://images.stockx.com/images/Supreme-Mosaic-S-S-Shirt-Multicolor.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1714051019&q=60,Supreme
1720558256-24,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Palace x Stella Artois T-Shirt BlackLowest AskCA$202,https://stockx.com/palace-x-stella-artois-t-shirt-black,Palace x Stella Artois T-Shirt,NA,202,Black,https://images.stockx.com/images/Palace-x-Stella-Artois-T-Shirt-Black.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1719583143&q=60,Palace
1720558258-25,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Kith Shadow Stripe Marcel Soccer Jersey RaveLowest AskCA$256,https://stockx.com/kith-shadow-stripe-marcel-soccer-jersey-rave,Kith Shadow Stripe Marcel Soccer Jersey,NA,256,Rave,https://images.stockx.com/images/Kith-Shadow-Stripe-Marcel-Soccer-Jersey-Rave.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1718025633&q=60,Kith
1720558261-26,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Supreme Nike Ripstop Pullover BlackLowest AskCA$308,https://stockx.com/supreme-nike-ripstop-pullover-black,Supreme Nike Ripstop Pullover,NA,308,Black,https://images.stockx.com/images/Supreme-Nike-Ripstop-Pullover-Black.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1713452009&q=60,Supreme
1720558263-27,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Supreme Maradona Soccer Jersey MulticolorLowest AskCA$232,https://stockx.com/supreme-maradona-soccer-jersey-multicolor,Supreme Maradona Soccer Jersey,"The Supreme Maradona Soccer Jersey Multicolor is a vibrant poly mesh jersey adorned with printed graphics on both the front and back.




Constructed from breathable poly mesh material, this jersey ensures comfort during wear. It follows a traditional soccer jersey cut, featuring a round neck and short sleeves for a sporty yet fashionable appearance. The jersey's multicolor palette showcases an image of the soccer icon, along with his autograph and name printed in Old English calligraphy. Surrounding the image are white and blue stripes, paying homage to the colors of Argentina's national soccer team.




The standout feature of the Supreme Maradona Soccer Jersey Multicolor lies in its lively multicolor design, coupled with the printed graphics on both sides. This limited edition jersey serves as a tribute to the legendary football icon Diego Maradona, celebrating his enduring legacy both on and off the pitch while seamlessly blending style with sporting heritage. The jersey debuted for $110 on April 4, 2024.",232,Multicolor,https://images.stockx.com/images/Supreme-Maradona-Soccer-Jersey-Multicolor.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1712240887&q=60,Supreme
1720558265-28,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Supreme Jacquard Soccer Jersey BlackLowest AskCA$311,https://stockx.com/supreme-jacquard-soccer-jersey-black,Supreme Jacquard Soccer Jersey,NA,311,Black,https://images.stockx.com/images/Supreme-Jacquard-Soccer-Jersey-Black.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1718895962&q=60,Supreme
1720558268-29,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Nike x NOCTA L'Art Racing Jacket Deep Royal Blue/Racer Blue/PhantomLowest AskCA$435,https://stockx.com/nike-x-nocta-lart-racing-jacket-deep-royal-blue-racer-blue-phantom,Nike x NOCTA L'Art Racing Jacket,"The Nike x NOCTA L'Art Racing Jacket Deep Royal Blue/Racer Blue/Phantom is a racing style jacket in two shades of blue with a zipper front and a snap placket. Nocta branding in yellow emblazons the chest, while L’Art Racing, Nike branding and other NOCTA symbols populate the sleeves, chest, sides, and back. The back features a large diagonal placement of the Nocta Do Road logo and the angel icon.




Athletic brands and hip hop artists have long entertained mutual inspiration. Nike teamed up with hip hop superstar Drake under the moniker Nike x NOCTA to design wearable apparel essentials. The collection is known for its branding symbols placed throughout the garment, a design philosophy NOCTA plays up by taking inspiration from racing clothing.




Our experts feel that the best feature of the Racing Jacket is its vibrant blue color palette, which is both eye catching and a deviation from traditional racing colors. The Nike x NOCTA L'Art Racing Jacket Deep Royal Blue/Racer Blue/Phantom released on April 26, 2024, and retailed at $310.",435,Deep Royal Blue/Racer Blue/Phantom,https://images.stockx.com/images/Nike-x-NOCTA-LArt-Racing-Jacket-Deep-Royal-Blue-Racer-Blue-Phantom.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1713802964&q=60,Nike Apparel
1720558270-30,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Jordan x Travis Scott T-shirt BrownLowest AskCA$103,https://stockx.com/jordan-x-travis-scott-t-shirt-brown,Jordan x Travis Scott T-shirt,NA,103,Brown,https://images.stockx.com/images/Jordan-x-Travis-Scott-T-shirt-Brown-2.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1715779610&q=60,Nike Apparel
1720558272-31,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Supreme Ducati Logo Tee BlackLowest AskCA$158,https://stockx.com/supreme-ducati-logo-tee-black,Supreme Ducati Logo Tee,NA,158,Brown,https://images.stockx.com/images/Supreme-Ducati-Logo-Tee-Black.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1717076725&q=60,Supreme
1720558275-32,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Nike Brazil 1998 Reissue Soccer Replica Jersey Varsity Maize/Pine GreenLowest AskCA$220,https://stockx.com/nike-brazil-1998-reissue-soccer-replica-jersey-varsity-maize-pine-green,Nike Brazil 1998 Reissue Soccer Replica Jersey,NA,220,Varsity Maize/Pine Green,https://images.stockx.com/images/Nike-Brazil-1998-Reissue-Soccer-Replica-Jersey-Varsity-Maize-Pine-Green.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1719256529&q=60,Nike Apparel
1720558277-33,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Supreme MM6 Maison Margiela Box Logo Tee WhiteLowest AskCA$186,https://stockx.com/supreme-mm6-maison-margiela-box-logo-tee-white,Supreme MM6 Maison Margiela Box Logo Tee,"Introducing the Supreme/MM6 Maison Margiela Box Logo Tee, a collaboration piece that seamlessly merges the iconic styles of two renowned brands. This exclusive tee encapsulates the essence of both Supreme's streetwear aesthetics and MM6 Maison Margiela's avant-garde design ethos.



Crafted from premium materials, this Supreme MM6 Maison Margiela Box Logo Tee White boasts a luxurious feel and impeccable quality with a retail price of $88. The classic box logo, synonymous with Supreme, takes center stage, while MM6 Maison Margiela's subtle yet sophisticated touch is evident in the meticulous attention to detail and unique design elements. The Supreme MM6 Maison Margiela Box Logo Tee White released March 28, 2024 as a part of Spring-Summer 24 Colllection Week 7.",186,White,https://images.stockx.com/images/Supreme-MM6-Maison-Margiela-Box-Logo-Tee-White.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1711632182&q=60,Supreme
1720558280-34,https://stockx.com/sneakers/most-popular,Men,https://stockx.com/browse/men,Nike Kobe Mamba Mentality Los Angeles Lakers City Edition Swingman Jersey (FW23) BlackLowest AskCA$153,https://stockx.com/nike-kobe-mamba-mentality-los-angeles-lakers-city-edition-swingman-jersey-black,Nike Kobe Mamba Mentality Los Angeles Lakers City Edition Swingman Jersey (FW23),"Nike's Mamba Mentality apparel collection was created to celebrate all the things that made Kobe Bryant such a special player throughout his NBA career. The Nike Kobe Mamba Mentality Los Angeles Lakers City Edition Swingman Jersey (FW23) Black was one of the many pieces of apparel that was featured in this collection.




The majority of this jersey was black, and it featured a snakeskin-embossed pattern on it in tribute to Kobe's ""Black Mamba"" nickname. It also had smaller hints of the Los Angeles Lakers' gold and purple colors, and it was made of a moisture-wicking fabric to make it lightweight when worn on the basketball court.




In our opinion, though, the best thing about this jersey was that it included each of the numbers that Kobe wore when he played with the Lakers over two decades. The #8 that he wore at the start of his career was on the front, while the #24 that he wore towards the end of it was on the back. The Nike Kobe Mamba Mentality Los Angeles Lakers City Edition Swingman Jersey (FW23) Black was released on December 27, 2023, and it initially retailed for $120.",153,Black,https://images.stockx.com/images/Nike-Kobe-Mamba-Mentality-Los-Angeles-Lakers-City-Edition-Swingman-Jersey-Black-v2.jpg?fit=fill&bg=FFFFFF&w=576&h=384&fm=avif&auto=compress&dpr=2&trim=color&updated_at=1704211985&q=60,Nike Apparel
